212F30	3007
226A7C	7AFE
226B27	7B39
226B2D	7B0F
226B2E	7B08
226B33	7B0A
226B35	7B35
226B36	7B25
226B39	7B38
226B3B	7B3B
226B3F	7B24
226B40	7B33
226B42	7B2A
226B44	7B18
226B47	7B31
226B4A	7B2B
226B4B	7B37
226B4D	7B1F
226B52	7B4A
226B53	7B59
226B54	7B04
226B55	7B47
226B59	7B58
226B5B	7B6C
226B60	7B48
226B61	7B45
226B62	7B4C
226B63	7B4E
226B68	7B66
226B6C	7B64
226B6E	7B69
226B70	7B6D
226B74	7B62
226B75	7B6E
226B76	7B74
226B79	7B72
226B7A	7B78
226B7B	7B6F
226B7C	7B67
226B7E	7B65
226C26	7B71
226C27	7B70
226C29	7B73
226C2D	7B9C
226C33	7B92
226C34	7B91
226C35	7B90
226C38	7BA3
226C3A	7B8D
226C41	7B85
226C43	7B8E
226C44	7B98
226C46	7B86
226C48	7B99
226C52	7BB2
226C58	7BCB
226C59	7BB8
226C5A	7BCF
226C5C	7BD0
226C60	7BBE
226C6F	7BCC
226D22	7BDD
226D24	7BE5
226D29	7BE8
226D2E	7BF9
226D2F	7BD4
226D32	7BDF
226D35	7BD8
226D37	7BEA
226D3B	7C06
226D3E	7BF0
226D41	7C0F
226D46	7C0B
226D47	7C00
226D4B	7C0C
226D4F	7BF4
226D54	7BF3
226D5A	7C09
226D5B	7C03
226D5C	7BFC
226D5F	7C1C
226D61	7C26
226D62	7C28
226D63	7C20
226D66	7C1F
226D68	7C2F
226D75	7C30
226E27	7C35
226E2A	7C40
226E30	7C39
226E34	7C3B
226E35	7C34
226E3B	7C42
226E46	7C4E
226E54	7C5D
226E56	7C5C
226E57	7C5A
226E58	7C5B
226E59	7C59
226E5B	7C5E
226E5C	7C67
226E5E	7C63
226E61	7C68
226E62	7C65
226E6F	7C6F
226E75	7C75
226E79	7C7E
226E7A	7C78
226E7D	7C7D
226F21	7C81
226F28	7C8E
226F29	7C91
226F2A	7C83
226F2C	7C8D
226F3A	7C99
226F3B	7C98
226F3E	7C9C
226F40	7C95
226F42	7CA7
226F43	7CA2
226F45	7C9E
226F46	7CA9
226F48	7CA8
226F49	7CA1
226F4A	7CAC
226F4C	7CA6
226F54	7CB2
226F58	7CBB
226F59	7CBF
226F5E	7CBA
226F5F	7CBC
226F64	7CC2
226F66	7CCE
226F68	7CC8
226F69	7CC5
226F6D	7CCC
226F6F	7CC9
226F71	7CD2
226F75	7CD7
226F77	7CE1
226F7B	7CE8
227022	7CDD
227028	7CED
22702E	7CF0
227030	7CF2
227035	7CF4
227039	7CF6
227042	7D06
227044	7D03
227045	7D08
227049	7D0F
22704A	7D13
227050	7D18
227051	7D1E
227052	7D1D
227059	7D35
22705A	7D3D
227061	7D3A
227062	7D32
227065	7D31
227068	7D45
22706A	7D3F
22706C	7D29
22706F	7D41
227071	7D3E
22707A	7D5C
22707C	7D53
22707E	7D5A
227122	7D70
227129	7D67
22712B	7D6A
22712C	7D6B
227130	7D73
227134	7D4E
227137	7D8B
227139	7D88
22713B	7D85
22713D	7D8E
227142	7D7F
227144	7D86
227148	7D8D
22714B	7D9B
22714D	7D83
22714F	7D7D
227154	7D7B
227158	7D7A
227159	7D96
22715A	7D5B
22715B	7D8C
227161	7DA3
227162	7DAE
227167	7DCB
227169	7DAA
22716A	7DCE
22716B	7DC9
22716E	7DC5
22716F	7DA6
227174	7DC4
227178	7DAC
22717D	7DB9
227222	7D9F
227229	7DE1
22722A	7DD9
22722B	7DE4
227231	7DD7
227236	7DF9
22723A	7E06
22723C	7DF2
22723E	7DE6
227246	7DDC
227247	7DF1
227248	7DF6
227249	7DE5
22724B	7DF5
227250	7E17
227251	7E1E
227252	7E21
227253	7E0B
227255	7E12
227256	7E22
22725B	7E20
22725D	7E1D
22725E	7E09
22725F	7E1F
227265	7E15
227269	7E10
22726A	7E0F
22726D	7E3B
227271	7E34
227272	7E2D
227273	7E2F
227275	7E36
227277	7E3A
227279	7E39
22727D	7E44
227321	7E35
227326	7E3F
227328	7E47
22732D	7E52
22732F	7E51
227333	7E50
227334	7E67
227337	7E56
227348	7E68
227349	7E6E
22734E	7E70
227351	7E6F
227352	7E73
227358	7E7B
227359	7E7E
22735B	7E81
22735D	7E8A
22735E	7E87
227360	7E88
227364	7E86
22736A	7E91
22736B	7E95
22736D	7E94
227370	7E9B
227371	7E9A
227373	7E99
227374	7E98
227425	7F43
227427	7F46
227428	7F45
22742B	7F4B
22742E	7F4C
22742F	7F4D
227431	7F4E
227432	7F4F
22743E	7F60
22743F	7F61
227443	7F5D
227445	7F5B
227447	7F63
227450	7F65
227451	7F66
227453	7F6D
227454	7F6B
227455	7F67
227457	7F68
22745E	7F71
227460	7F73
227463	7F76
22746A	7F7F
22746B	7F7E
22746C	7F7D
227472	7F86
22747A	7F91
22747E	7F96
227523	7F97
227524	7F95
22752C	7FA2
227533	7FA7
22753B	7FB0
22753C	7FAD
22753F	7FB1
227540	7FB4
227542	7FB5
22754A	7FBC
22754C	7FBE
227551	7FC3
227557	7FCA
227567	7FDB
227568	7FE3
22756C	7FE6
22756F	7FE5
227572	7FEC
227573	7FEB
227577	7FEF
22757A	7FEE
227629	7FFD
22762A	7FFE
22762C	7FFF
22762E	8004
227631	8008
227633	800B
227634	800E
227635	8011
227636	800F
227637	8014
227639	8016
22763B	801F
22763D	801E
22763E	801D
22764B	8025
22764C	8026
22764D	802A
22764E	8029
22764F	8028
22765B	8030
22765D	8031
227660	8035
227669	8039
22766B	8041
227670	8043
22767B	8052
22767E	8062
227728	8063
227732	806C
227739	8075
22773E	807B
22773F	8079
227747	808A
227749	808E
22774E	809F
22775C	670A
227760	80A7
227761	80B0
227768	80B8
227769	80B5
22776A	80A6
227773	80E0
227775	6711
22777B	80DF
22777D	80C2
227827	80D9
22782A	80DD
22782D	80CF
22782F	80CD
227830	80D7
227833	80F2
227834	80FA
227838	80FE
22783C	8103
227840	80F9
227841	80EF
227842	80D4
227849	811D
22784B	8118
227850	8130
227854	8124
227855	811B
227860	812A
227861	811E
227864	8121
227866	8117
227869	813A
22786A	815A
22786D	8148
227877	814C
22787C	8153
22787D	8141
227925	814D
22792E	6720
227932	8160
22793B	8169
22793C	817C
227941	8161
227946	8176
227947	8174
227948	8167
22794B	816F
22794D	8182
227951	818B
227952	8186
227959	8183
22796A	819F
22796B	81A3
227970	8198
227975	8195
227977	8197
22797C	81AA
22797D	81A6
22797E	6725
227A2C	81B5
227A2E	81B0
227A2F	81B4
227A33	81B7
227A37	81BB
227A38	81C1
227A39	81CC
227A3A	81CA
227A3B	81C4
227A40	81D1
227A41	81CE
227A43	81D0
227A4B	81DB
227A4F	81DD
227A53	81DE
227A56	81E0
227A57	81E2
227A5B	81E7
227A60	81EF
227A65	81F2
227A68	81F6
227A70	8201
227A72	8201
227A74	8203
227A75	8204
227A77	820B
227B27	821D
227B29	8220
227B2E	822D
227B2F	822F
227B32	8238
227B34	823A
227B35	8233
227B36	8234
227B3A	8232
227B42	8248
227B43	8249
227B45	8244
227B47	8240
227B48	8241
227B4A	8245
227B4B	824B
227B50	824F
227B53	824E
227B56	8256
227B57	8257
227B5E	825A
227B62	825F
227B67	8262
227B6B	8268
227B6F	826D
227B77	8278
227B7D	827F
227C24	828E
227C25	8291
227C27	828F
227C28	8284
227C2D	8283
227C2E	828A
227C31	82AF
227C34	82A7
227C38	82AB
227C3A	82B0
227C3C	82A4
227C3F	829A
227C42	82A3
227C44	82B7
227C45	82AE
227C46	82A9
227C49	82BC
227C4C	82A8
227C4E	82B4
227C50	82A1
227C53	82AA
227C55	82D9
227C57	82FE
227C5A	82E0
227C5B	82D0
227C5C	8300
227C5F	82EA
227C60	82F7
227C62	82EF
227C63	833A
227C64	82E4
227C65	82D5
227C67	8307
227C68	82FA
227C69	82F4
227C6A	82E2
227C6D	82D2
227C6E	8314
227C71	82EB
227C72	82D8
227C73	82E1
227C75	82F6
227C7B	8310
227C7C	82F3
227D21	830C
227D22	82FB
227D24	82FD
227D26	8333
227D29	8328
227D2B	8344
227D2E	8351
227D35	831B
227D3B	8356
227D3F	8322
227D40	832C
227D48	833C
227D4A	834D
227D4D	8343
227D52	832F
227D53	8348
227D54	8312
227D56	8316
227D58	831A
227D5F	8347
227D62	83A8
227D67	83AD
227D6D	8373
227D72	83B0
227D76	831D
227D7A	838F
227D7C	8395
227D7E	8375
227E21	837F
227E22	8399
227E23	83A6
227E25	8387
227E26	83B9
227E2B	83A9
227E2F	839B
227E33	83AA
227E37	839C
227E38	839F
227E41	83CF
227E43	83F9
227E45	8421
227E51	8423
227E52	83EA
227E53	8413
227E56	83FC
227E57	83F6
227E59	8410
227E5A	83E1
227E60	83C6
227E61	8407
227E63	83EB
227E6A	83BF
227E6B	83E2
227E6D	8401
227E71	83D8
227E72	83E5
227E74	8418
227E79	83CE
227E7B	83D3
227E7D	83D6
232223	83FD
232225	841E
232229	83C9
23222A	83DF
23222C	841F
23222E	840F
232230	8411
232236	839A
23223C	83F3
232243	83D1
232248	8453
23224A	848E
23224C	8439
23224D	8476
23224E	8479
23225C	8451
23225F	847D
232262	845A
232266	8459
232269	8473
23226E	843E
232271	846D
232278	847A
23227B	8484
23227C	8478
232324	8432
232329	845C
23232D	842A
23232E	8429
232332	8471
232335	845F
232336	8460
232337	846E
23233A	8446
23233C	8452
23233F	844A
232345	844E
232349	8497
232350	84A1
232353	849F
232356	84BA
232358	84B9
23235C	84B4
23235E	84C1
23235F	84BB
232368	84CD
232370	84B1
232371	849D
232372	84D0
232375	8494
232379	84C7
23237A	84BD
23237C	84C2
232421	8495
232427	84AF
232429	84AD
232432	84A8
232433	84D6
232435	84DA
23243A	8493
23243F	84CF
232441	84CA
232446	8506
232447	850B
23244D	8500
232459	851F
23245C	853B
23245F	84EA
232466	84F4
23246A	850C
232472	852F
232475	8515
232477	84F7
23247A	84FC
23247C	84EB
23247D	84FD
232524	851E
23252A	8518
23252D	8526
23252E	8507
23252F	84E7
232534	84F0
232535	84EF
232536	8556
232546	8541
23254B	8558
23254D	8553
23254E	8561
23254F	8540
23255A	8546
23255C	8564
23255D	855E
23255E	8573
23255F	8551
232564	8562
23256B	8563
23256C	848D
23256D	8542
232571	854E
232574	8555
232576	855D
232577	858C
232625	8580
232628	858F
23262D	8579
232632	857F
232633	8577
232634	8578
232635	8598
232636	857B
23263D	85A4
232642	857A
232644	8597
232645	8557
232649	85A8
23264E	8586
232650	8599
232651	858A
232652	85A2
232654	8590
232656	8585
232657	8588
23265A	85B8
23265D	85C1
232661	85BA
232668	85CE
23266A	85C2
23266B	85B7
23266C	85B9
23266E	85B3
23266F	85BD
232670	85C4
232672	85BF
232675	85BE
23267E	85B6
232724	8624
232728	85F7
23272C	85E6
23272E	85D4
232731	85ED
232739	85DA
232743	85DF
232745	85D8
23274C	85DC
23274E	85F5
232752	8622
232754	8610
232757	85FC
23275B	85FF
23275E	85FE
232760	8600
232768	8604
232771	8605
232775	862B
232822	8627
232826	8629
232832	8637
232838	8636
23283E	863C
23283F	8640
232840	863A
23284C	8645
232859	864D
23285A	8653
23285E	8659
232866	8661
232869	8662
23286A	8663
232871	8669
232878	866C
23287B	8672
23287C	866F
23287E	867B
232925	867A
232926	8673
232927	867C
23292E	8696
23292F	86A8
232936	8691
232937	869C
232939	8698
23293C	868D
23293D	868B
232940	86A6
232942	869D
232946	86A0
232948	86A7
23294B	86BF
232958	86BA
232959	86B0
232960	86B3
232962	86C9
232963	86B4
232967	86D8
23296E	86E3
23296F	86E9
232971	86EC
232974	86D5
232977	86D0
23297A	86D1
23297E	86DE
232A25	870B
232A2F	86FA
232A33	86F8
232A34	8706
232A36	870E
232A38	8709
232A3A	870A
232A3E	870D
232A42	874A
232A43	8723
232A44	8737
232A45	8728
232A49	8740
232A4B	872E
232A4C	873D
232A4E	871E
232A53	8743
232A55	8744
232A57	873E
232A59	8729
232A5A	8739
232A5F	871A
232A64	8731
232A65	8711
232A66	8712
232A6B	874F
232A6C	8771
232A6D	8763
232A71	8764
232A73	8765
232A74	877D
232A79	8758
232A7B	877B
232B21	8761
232B24	876A
232B27	874E
232B28	875F
232B2D	876F
232B2E	875D
232B30	876E
232B33	874D
232B35	8753
232B3A	87A3
232B3D	8793
232B45	8799
232B48	8788
232B4C	8798
232B53	8785
232B54	878B
232B55	8784
232B58	87A9
232B5D	8789
232B60	87AD
232B66	87BE
232B6E	87C4
232B6F	87AF
232B72	87AC
232B78	87AE
232B7E	87BF
232C24	87BD
232C2C	87EE
232C30	87F3
232C31	87F0
232C34	87EA
232C36	87DB
232C37	87E2
232C39	87EB
232C3A	87D6
232C3F	87F5
232C47	87E0
232C48	87D3
232C49	87DC
232C4C	87E3
232C4D	8801
232C4F	8803
232C50	880A
232C55	87F6
232C57	87F7
232C5C	880B
232C5D	8806
232C5F	87FE
232C61	8810
232C63	8819
232C64	8811
232C66	8818
232C6A	8813
232C6B	8816
232C72	8834
232C73	881C
232C7A	881B
232D23	8828
232D2A	8832
232D2E	882E
232D32	882D
232D3C	883C
232D41	8841
232D42	4610
232D44	8844
232D4B	8847
232D51	884A
232D53	884E
232D56	8852
232D57	8850
232D59	8856
232D5A	8855
232D5E	885C
232D5F	885A
232D69	8869
232D6D	886D
232D6E	887A
232D71	8875
232D75	8872
232D79	887D
232D7C	8879
232D7D	887F
232D7E	887E
232E28	88A2
232E2A	88A4
232E2F	88AA
232E34	889A
232E3A	8890
232E3B	888C
232E3D	88A0
232E40	8899
232E45	8897
232E48	88C9
232E49	88BF
232E4A	88BA
232E4F	88C0
232E51	88B2
232E54	88BC
232E57	88B7
232E59	88BD
232E5A	88C4
232E5E	88CB
232E60	88CC
232E62	88DB
232E64	88CE
232E68	88D2
232E71	88F1
232E72	88FE
232E75	88F2
232E78	8900
232E7A	88F0
232F21	88FC
232F23	88EF
232F24	8903
232F2D	8909
232F2F	8918
232F35	8906
232F36	890C
232F37	8919
232F3D	890A
232F43	8915
232F45	892F
232F47	8930
232F4E	8921
232F4F	8927
232F51	891F
232F53	8931
232F54	891E
232F56	8926
232F57	8922
232F5A	8935
232F5D	8941
232F60	8933
232F66	8954
232F6F	894F
232F72	8947
232F7A	894C
232F7B	8946
233021	894D
233023	8962
233024	895A
233025	895E
233029	895B
23302C	895C
23302D	895D
233031	8966
233037	896D
23303A	896B
23303B	896E
23303C	896C
233041	8976
233042	8974
233049	897B
23304A	897C
233053	8984
233055	8985
233062	8991
233064	8997
233066	8998
23306B	899C
23306F	89A1
233076	89A5
233079	89A9
23307D	89AF
23312A	89B8
23312B	89B7
23312C	89B6
23312F	89BC
233132	89BF
23313A	89D6
23313B	89D5
23313F	89DA
233143	89E5
233145	89DC
233147	89E1
23314C	89E9
23314D	89EB
233153	89ED
233158	89F1
23315C	89F3
23315E	89F5
233160	89F6
233164	89F7
23316B	89FF
23316C	8A06
23316D	8A07
23316E	8A04
233170	8A0F
233171	8A11
233172	8A12
233173	8A0D
23317A	8A27
23317D	8A29
233225	8A22
233227	8A51
233228	8A4A
23322A	8A4E
233230	8A56
233237	8A57
233239	8A48
23323B	8A58
23323C	8A52
233240	8A3D
233242	8A45
23324F	8A7F
233250	8A86
233256	8A61
233258	8A3E
233259	8A82
23325D	8A84
23325E	8A75
233269	8A8F
23326F	8A96
233271	8A9A
23327E	8AB6
233321	8ABE
233325	8ACF
233327	8AC6
23332C	8AD1
23332D	8AD3
233331	8AAF
233333	8AD4
233336	8ACD
233338	8AB9
23333B	8ADB
23333F	8AD0
233340	8AD7
233344	8AF3
233345	8AE2
233349	8B4C
23334C	8ADD
23334E	8AF6
23334F	8AF4
233350	8AF5
233353	8ADF
233356	8B03
233357	8AE4
233359	8B14
23335D	8AFC
233362	8ADE
233363	8AE1
233364	8B07
23336B	8B0C
23336F	8B1C
233373	8B16
233376	8B1F
233378	8B0B
233379	8B06
23337A	8B05
23337C	8B0F
23337D	8B10
233422	8B2B
23342A	8B37
23342D	8B26
233430	8B33
233438	8B3E
23343A	8B29
233442	8B48
233444	8B54
233448	8B53
233449	8B4A
23344A	8B46
23344D	8B56
23344F	8B3F
233459	8B59
23345F	8B4D
233468	8B6B
23346B	8B6D
233470	8B78
233473	8B45
233478	8B85
233479	8B81
23347B	8B7E
233523	8B8B
233526	8B87
23352D	8B95
23352E	8B94
233537	8B9C
23353A	8B9F
23353D	8C3A
233544	8C40
233545	8C42
23354B	8C47
23354D	8C4B
233550	8C4F
233552	8C55
233554	8C57
233555	8C5C
233556	8C5D
23355C	86C3
233563	8C68
233565	8C6D
23356D	8C73
23356F	8C74
233571	8C75
233573	8C77
233574	8C76
23357B	8C78
23357D	8C7B
23362A	8C86
23362D	8C85
23362E	8C88
233639	8C94
233641	8C9B
233643	8C9F
233644	8CA4
23364E	8CB0
233651	8CBA
233652	8CB5
233653	8CB9
233657	8CCD
23365E	8CD8
23365F	8CD5
233667	8CE8
233668	8CE9
23366A	8CE1
23366F	8CEB
233670	8CDA
233672	8CDD
233674	8CD9
233676	8CEE
23367B	8CF1
23367C	8CF5
23367E	8CFB
233721	8CF7
233725	8D04
233726	8CFE
23372B	8D07
23372D	8D09
233732	8D0C
233739	8D11
23373A	8D10
23373B	8D12
23373D	8D14
23373E	8D18
233748	8D6C
233752	8D78
23375C	8D7A
233761	8D84
233771	8D94
233775	8D8D
233822	8D96
23382F	8DA1
233833	8DA6
233852	8DAB
233859	8DAF
23385A	8DB0
233866	8DB2
23386E	8DBC
23386F	8DBA
233870	8DB9
233871	8DC2
233872	8DC1
233873	8DBF
233921	8DCF
233922	8DD6
233927	8DD0
23392B	8DC5
23392F	8DE4
233934	8DEC
233935	8DEB
233936	8DF4
233938	8DE9
23393A	8DE6
23393B	8DE3
23393D	8DE7
23393E	8DF2
23393F	8E09
233941	8DFD
233944	8DFF
233946	8E05
233949	8E01
23394E	8E04
233950	8E06
233952	8E2A
233954	8E23
233957	8E2E
233958	8E21
23395C	8E1E
233964	8E16
233966	8E26
233967	8E27
233968	8E14
233969	8E18
23396F	8E41
233977	8E40
233979	8E36
23397E	8E3D
233A21	8E30
233A24	8E47
233A26	8E46
233A2E	8E4C
233A30	8E50
233A32	8E4F
233A34	8E5C
233A35	8E62
233A36	8E60
233A3A	8E54
233A3B	8E67
233A3E	8E5A
233A3F	8E5E
233A40	8E55
233A41	8E61
233A43	8E5D
233A44	8E75
233A45	8E74
233A46	8E95
233A48	8E6D
233A4B	8E69
233A52	8E83
233A53	8E84
233A57	8E8B
233A5D	8E94
233A5E	8E9A
233A5F	8E92
233A60	8E93
233A62	8E90
233A63	8E98
233A64	8E9E
233A6B	8EA5
233A6F	8EA7
233A71	8EA9
233A72	8E99
233A78	8EB3
233A7A	8EBC
233A7D	8EB6
233B2E	8EC9
233B2F	8ECF
233B31	8ECE
233B33	8ED5
233B3F	8EFA
233B42	8EF9
233B4B	8EE8
233B4F	8EEB
233B51	8EFF
233B56	8F00
233B59	8F05
233B5A	8F08
233B5B	8F07
233B63	8F27
233B64	8F2C
233B6B	8F1E
233B6D	8F25
233B6E	8F20
233B75	8F17
233B78	8F36
233B79	8F2E
233B7A	8F33
233B7D	8F2D
233C26	8F39
233C27	8F34
233C2D	8F40
233C30	8F46
233C31	8F4A
233C33	8F47
233C3D	8F52
233C48	8F56
233C49	8F57
233C4B	8F55
233C4C	8F58
233C4D	8F5C
233C4E	8F5E
233C53	8F5D
233C57	8F62
233C59	8F63
233C5A	8F64
233C65	8FA4
233C66	8FA5
233C6C	8FB5
233C6D	8FB7
233C6E	8FBB
233C70	8FBC
233C74	8FBF
233C75	8FD2
233C77	8FCB
233C7A	8FCA
233C7B	8FD3
233C7D	8FCD
233D21	8FDA
233D22	8FD5
233D2F	8FE4
233D30	8FEE
233D35	8FF9
233D3C	8FFB
233D3F	9004
233D40	9008
233D44	9011
233D45	900B
233D48	900C
233D49	9021
233D4A	902D
233D4E	902C
233D56	9037
233D57	9034
233D58	902F
233D59	9036
233D5B	9046
233D5D	9052
233D67	9049
233D6A	9044
233D74	9062
233D75	905D
233D78	905B
233D7B	906B
233E21	9070
233E25	906F
233E26	9079
233E28	9076
233E2A	907B
233E2C	9085
233E34	9083
233E37	9088
233E3A	908B
233E3F	9099
233E40	9097
233E43	909B
233E44	909C
233E48	90A1
233E51	90A8
233E54	90A0
233E58	90AF
233E59	90B3
233E5B	90B6
233E5D	90B0
233E5F	90AD
233E61	90B2
233E68	90C9
233E6A	90BD
233E6F	90D5
233E72	90BE
233E75	90C7
233E78	90C8
233E79	90C3
233F22	90DD
233F23	90DF
233F26	90E2
233F27	90D8
233F28	90DB
233F2A	90DC
233F2C	90D7
233F2D	90E4
233F2E	90EF
233F2F	90EA
233F32	90F0
233F33	90F4
233F34	90F2
233F3E	90EB
233F3F	90F3
233F46	90FC
233F47	90FE
233F49	9104
233F4A	90FF
233F4C	9106
233F4E	9100
233F50	9107
233F57	910F
233F58	9111
233F5A	9116
233F5C	9114
233F60	910B
233F62	9123
233F63	9118
233F64	911C
233F66	9120
233F67	9122
233F6A	911E
233F71	9124
233F72	911A
233F74	9125
233F77	912F
233F79	912B
234021	9132
234024	9126
23402B	9134
23402C	9136
234031	913A
234032	913B
23403B	9143
23403E	9146
23403F	9145
234040	9148
234041	9147
234042	9150
234043	914E
234048	9159
234049	915C
23404D	9156
234050	9158
234052	915A
234053	9161
234056	9164
234061	916F
234062	916E
234066	917A
234068	9172
234069	9179
23406A	9176
23406B	9174
23406C	9173
23406D	9185
23406F	9182
234070	918A
234071	9186
234072	918C
234073	9181
23407B	9191
23407D	9190
23407E	918E
234124	918D
234125	9193
23412B	919D
23412C	919A
234130	91A2
234134	919B
234137	91A8
23413D	91AA
234141	91AF
234142	91B1
234147	91AD
234148	91AE
23414B	91B4
23414C	91B2
23414D	91B5
234156	91BF
234157	91BD
23415A	91C2
23415B	91C4
23415C	91C3
234161	91D4
234162	91D3
234163	91D5
234164	91D9
234168	91E2
234169	91ED
23416A	91F7
23416B	91FA
23416F	91F2
234171	91E8
234172	91F6
234173	91EE
234174	91F4
234177	91F1
234179	91E9
23417A	91F8
234221	91F9
234222	91E4
234223	9204
234225	9201
234226	922B
234227	920A
234228	9225
23422A	9292
23422C	9228
23422E	9207
23422F	9203
234231	9200
234232	9218
234233	91FE
234236	9208
234237	9226
234238	921C
23423B	9224
234243	9212
234248	91FF
23424A	9216
23424B	9211
23424E	9206
23424F	92A2
234251	9230
234252	9249
234254	924D
234255	9248
234258	923A
23425C	922E
23425F	9233
234261	9266
234264	925E
234268	9235
23426B	9250
23426C	926B
23426D	9239
23426F	926D
234270	926C
234271	924F
234274	923F
234277	9260
23427E	9236
234323	924E
234326	924C
234327	9256
23432B	925A
23432E	9241
23432F	9283
234331	92A5
234333	9282
234335	92A8
234337	927C
234338	92A4
23433E	9276
23433F	928D
234340	92EE
234342	9288
234343	927A
234345	928E
234346	92A0
234347	9277
234349	92AA
234350	92A6
234354	927E
234355	929A
234358	92AB
23435B	9291
23435D	929B
234362	927F
234364	92A3
234366	92C8
23436A	92C3
23436F	92D0
234371	92F1
234372	92DF
234375	92E6
234376	92B6
234377	92C0
234379	92BE
23437A	92D9
23437E	92D5
234421	92C6
234425	92F4
234427	92CF
23442A	92B2
23442C	92E7
23442D	92C7
23442E	92F0
23442F	92DB
234430	92DC
234431	92D8
234433	92E9
234435	92DD
234439	92D1
23443A	92CA
23443C	92C2
23443E	92CC
234440	92EF
234441	92E8
234443	92EB
234445	92F5
234448	92F2
23444C	9303
23444D	9307
23444E	931E
23444F	9344
234453	931D
234454	92FA
234458	931F
23445A	9331
23445B	9306
23445D	92F9
23445F	930F
234462	9302
234464	9324
234466	9312
234469	9338
23446A	9323
23446C	9321
234471	9340
234472	9301
234474	9315
234476	9329
234478	932E
234479	932A
23447B	933F
23447C	933A
23447E	9335
234522	9314
234528	92FE
23452F	9342
234531	9341
234532	9319
234535	934C
234541	9379
234544	9386
234547	936A
234548	935C
23454C	934F
23454D	9347
234551	937A
234553	9356
234554	9371
234556	937C
23455C	9377
23455D	9349
23455E	9358
23455F	935A
234560	93BE
234562	935F
234564	9376
234566	9355
234567	9354
23456A	9348
23456B	9374
23456E	9351
23456F	9364
234571	936B
234572	936D
234573	9360
234577	936E
234579	938F
23457A	93AC
23457B	9395
23457E	938B
234621	93B5
234622	938C
234623	9388
234625	93B9
234627	93A1
234628	93B0
234629	93A3
23462A	93B7
23462B	939B
23462D	9398
23463C	9389
23463D	93A4
234640	93BC
234642	93A7
234644	93BD
234647	93A6
234648	939A
23464A	93AA
23464D	939E
23464F	9397
234651	93BB
234653	93F1
234656	93DE
234657	93EE
23465A	93C7
23465B	93F2
23465D	93D4
23465F	93E5
234662	93F9
234663	93CA
234664	93C4
234666	93E8
234667	93E7
234672	93DA
234673	93D0
234674	93EF
234675	93DB
23467C	93CC
23472C	93D3
23472F	93A9
234730	93E6
234732	940B
234734	9413
23473B	940F
23473C	9420
23473D	93FB
234749	93FA
23474D	9419
23474E	940D
234750	9426
234751	9427
234755	9409
234758	9414
234759	9404
23475C	9422
23475D	9406
234760	9410
234762	9423
234767	93F5
234769	93F7
23476A	9407
23476F	940E
234771	9411
234774	943F
234779	9429
23477C	943D
234827	93F4
234828	9436
23482B	943B
23482D	9424
234830	9437
234832	9440
234835	942B
234836	942D
234837	9441
234838	9431
23483D	9467
23483E	944C
234840	9445
234842	9450
23484A	944A
234853	9466
234857	9464
234858	9462
23485C	9465
23485D	9455
23485E	945E
234862	946A
234868	946B
234869	946D
23486C	946F
23486D	9471
234871	9477
23487B	9482
23487C	9481
23492E	9585
234930	9588
234931	958C
234934	9597
234936	958E
234938	959F
23493A	95A0
234942	95AC
234944	95AB
234948	95BC
234949	95BE
23494A	95CD
23494D	95B9
23494E	95BA
23494F	95B6
234950	95BF
234952	95BD
234959	95C9
23495D	95CE
234960	95D5
234962	95D2
234963	95D3
234964	95D1
234965	95C3
234966	95DA
234969	95DE
23496A	95E0
23496F	95E5
234972	95E4
234976	95E7
23497A	961E
23497B	9624
23497C	9622
234A21	9627
234A2F	9642
234A30	963D
234A32	963C
234A3C	9651
234A42	9660
234A44	965C
234A46	9658
234A4A	965F
234A4B	9656
234A51	966C
234A5D	967B
234A5E	967F
234A62	967E
234A63	9684
234A65	9688
234A6C	9689
234A6D	9682
234A6E	9683
234A79	9696
234A7A	9697
234B2F	96A4
234B35	96A9
234B37	96AE
234B3B	96B0
234B3C	96B2
234B3E	96B3
234B48	96B9
234B49	96BC
234B52	96CE
234B53	96CA
234B57	96D2
234B64	96DF
234B66	96D8
234B67	96DD
234B71	96E9
234B74	96F1
234B76	96F0
234B77	96F4
234B78	96FA
234B7A	96F5
234C22	96FF
234C27	9702
234C29	9708
234C2A	9705
234C38	971B
234C3D	971D
234C3E	9719
234C47	9723
234C49	9722
234C4A	9724
234C4E	9728
234C50	9726
234C52	9731
234C58	9730
234C5C	9736
234C6A	9741
234C6B	9747
234C6C	9746
234C6E	9749
234C75	9758
234C76	975A
234C78	975D
234C7B	975F
234C7D	9764
234D25	9767
234D2C	976B
234D30	976E
234D31	9777
234D32	9778
234D35	9773
234D37	9783
234D38	977A
234D3A	9780
234D3C	9781
234D40	9784
234D43	977F
234D49	9789
234D54	9794
234D59	979B
234D5A	979F
234D5C	979A
234D62	979C
234D6A	97AC
234D70	97AE
234D71	97A8
234D74	97AB
234D78	97A5
234D7A	97B2
234D7C	97B4
234E24	97B3
234E26	97B5
234E29	97B9
234E2D	97B8
234E35	97BE
234E38	97C0
234E3B	97C5
234E43	97C9
234E4B	97CE
234E4C	97CD
234E4E	97D0
234E51	97D4
234E53	97D8
234E54	97D9
234E59	97DD
234E5C	97DE
234E5E	97E0
234E60	97E1
234E6C	97F5
234E73	97FA
234E79	9807
234E7B	980F
234E7E	980D
